PO Number,PO Date,Required Date,Promised Ship Date,Receipt Date,POP Receipt Number,Item Number,Item Description,QTY Shipped,QTY Invoiced,Unit Cost,Extended Cost,Vendor ID,Location Code,Primary Ship To Address,Shipping Method
REC-PO-AC-B4BK,2026-04-18,2026-07-01,2026-07-01,,,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,3000,0,0.0,0.0,TBD,MAIN,HQ,Standard
