PO Number,PO Date,Required Date,Promised Ship Date,Receipt Date,POP Receipt Number,Item Number,Item Description,QTY Shipped,QTY Invoiced,Unit Cost,Extended Cost,Vendor ID,Location Code,Primary Ship To Address,Shipping Method
REC-PO-AC-B16BK,2026-04-18,2026-07-10,2026-07-10,,,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,1500,0,0.0,0.0,TBD,MAIN,HQ,Standard
