PO Number,PO Date,Required Date,Promised Ship Date,Receipt Date,POP Receipt Number,Item Number,Item Description,QTY Shipped,QTY Invoiced,Unit Cost,Extended Cost,Vendor ID,Location Code,Primary Ship To Address,Shipping Method
REC-PO-AC-B3SLJ,2026-04-18,2026-06-05,2026-06-05,,,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,600,0,0.0,0.0,TBD,MAIN,HQ,Standard
