ITEMNMBR,warehouse location,predicted_demand for location (item count),Current inventory for location (item count),Current gap (item count),Item value,Aggregate metric
D-13306,3,1920.9652301885787,0.0,1920.9652301885787,0.6388341300334823,-0.4217509138378157
D-13400,2,6953.298333333336,0.0,6953.298333333336,0.6357673337323345,-0.4228564702307137
T-31510,1,102707.80009691024,131346.56,-28638.759903089755,0.6540510290855184,-0.4229088762401316
D-13306,1,676.4641155403452,0.0,676.4641155403452,0.6388341300334823,-0.42322991583994773
D-13306,E1,73.44444444444446,0.0,73.44444444444446,0.6388341300334823,-0.42394656228596383
D-13306,L,0.0,0.0,0.0,0.6388341300334823,-0.42403384584007264
D-13306,U,0.0,0.0,0.0,0.6388341300334823,-0.42403384584007264
D-13306,W,0.0,0.0,0.0,0.6388341300334823,-0.42403384584007264
T-32206,1,59017.714935847456,86942.51,-27924.79506415254,0.6529957816738681,-0.4244986307174623
D-13200N,2,4041.4201256872384,0.0,4041.4201256872384,0.6354268513380006,-0.42710375015953095
T-32300,1,6922.56908143315,15508.19,-8585.62091856685,0.6418124336802509,-0.42735559283636404
D-13200N,1,3132.677276631661,0.0,3132.677276631661,0.6354268513380006,-0.42818372708952845
T-31510R,2,1233.4212199401345,38658.46,-37425.03878005986,0.6562556280093684,-0.42825681087131273
F-04076,2,59879.755241954765,45384.33,14495.425241954763,0.6291781765400997,-0.42911806961757937
D-13200N,3,1021.0237411066822,0.0,1021.0237411066822,0.6354268513380006,-0.43069327872438845
D-13400,1,0.0,0.0,0.0,0.6357673337323345,-0.4311199760125689
D-13400,3,0.0,0.0,0.0,0.6357673337323345,-0.4311199760125689
D-13400,E1,0.0,0.0,0.0,0.6357673337323345,-0.4311199760125689
D-13400,L,0.0,0.0,0.0,0.6357673337323345,-0.4311199760125689
D-13400,U,0.0,0.0,0.0,0.6357673337323345,-0.4311199760125689
D-13400,W,0.0,0.0,0.0,0.6357673337323345,-0.4311199760125689
D-13200N,E1,0.0,0.0,0.0,0.6354268513380006,-0.4319066935936454
D-13200N,L,0.0,0.0,0.0,0.6354268513380006,-0.4319066935936454
D-13200N,U,0.0,0.0,0.0,0.6354268513380006,-0.4319066935936454
D-13200N,W,0.0,0.0,0.0,0.6354268513380006,-0.4319066935936454
D-14206,1,8255.188117745543,1330.73,6924.458117745544,0.6312023872914377,-0.43343849611004304
D-14206,3,7207.06027048214,1379.93,5827.13027048214,0.6312023872914377,-0.4347425930401261
D-16100N,2,2065.8532701152953,0.0,2065.8532701152953,0.6326264801865479,-0.43592210138620113
D-16100N,1,1851.2706334895765,0.0,1851.2706334895765,0.6326264801865479,-0.43617711775015355
D-14206,2,6395.965526517605,1826.26,4569.705526517605,0.6312023872914377,-0.436236953866295
D-16100N,3,670.3153416520829,0.0,670.3153416520829,0.6326264801865479,-0.43758060001344556
T-22010,E1,0.0,27.53,-27.53,0.6329225439870138,-0.4377258559825914
T-22010,W,0.0,168.2,-168.2,0.6329225439870138,-0.43789303237897304
D-16100N,E1,0.0,0.0,0.0,0.6326264801865479,-0.4383772226284791
D-16100N,L,0.0,0.0,0.0,0.6326264801865479,-0.4383772226284791
D-16100N,U,0.0,0.0,0.0,0.6326264801865479,-0.4383772226284791
D-16100N,W,0.0,0.0,0.0,0.6326264801865479,-0.4383772226284791
T-22010,L,0.0,699.45,-699.45,0.6329225439870138,-0.43852438562115537
F-04076,3,10063.6168101665,3555.45,6508.166810166501,0.6291781765400997,-0.4386103642190988
T-31520,2,121319.55016134851,21655.39,99664.16016134851,0.5803082437724081,-0.44081973877508474
D-14206,E1,44.515416666666674,7.1,37.41541666666667,0.6312023872914377,-0.4416232617352174
D-14206,W,0.0,4.53,-4.53,0.6312023872914377,-0.441673110911325
D-14206,L,0.0,18.83,-18.83,0.6312023872914377,-0.4416901054550675
D-14206,U,0.0,205.62,-205.62,0.6312023872914377,-0.44191209222609285
T-31520,3,105721.39493218757,7060.85,98660.54493218756,0.5803082437724081,-0.44201246485289036
D-15400,2,13436.87916666667,0.0,13436.87916666667,0.6223926485977354,-0.44605469729247293
F-04076,E1,0.0,15.19,-15.19,0.6291781765400997,-0.44636291475464784
F-04076,W,0.0,92.83,-92.83,0.6291781765400997,-0.44645518443130294
T-22010,U,0.0,7636.75,-7636.75,0.6329225439870138,-0.4467688785096091
AC-B8BK,1,30996.57368305893,3651.03,27345.54368305893,0.6134830828107628,-0.45011164374713863
A-61234,2,4554.127565688864,0.0,4554.127565688864,0.6247495903648723,-0.45116528005888257
T-22010,3,5258.933073499595,16595.9,-11336.966926500407,0.6329225439870138,-0.4511663259511597
F-04076,U,0.0,4214.7,-4214.7,0.6291781765400997,-0.45135373687996894
A-61234,1,2790.0,0.0,2790.0,0.6247495903648723,-0.4532618215331805
AC-B8BK,3,25862.4808465208,1642.3,24220.1808465208,0.6134830828107628,-0.45382591755390433
T-32300,2,12961.68381440684,45194.62,-32232.936185593164,0.6418124336802509,-0.4554587630250574
AC-B8BK,2,23997.837067900153,1384.48,22613.357067900153,0.6134830828107628,-0.4557355145463706
A-61234,3,614.1544341236806,0.0,614.1544341236806,0.6247495903648723,-0.45584766087907025
A-61234,E1,0.0,0.0,0.0,0.6247495903648723,-0.4565775402074178
A-61234,L,0.0,0.0,0.0,0.6247495903648723,-0.4565775402074178
A-61234,U,0.0,0.0,0.0,0.6247495903648723,-0.4565775402074178
A-61234,W,0.0,0.0,0.0,0.6247495903648723,-0.4565775402074178
D-14106,2,6632.293158213019,0.0,6632.293158213019,0.6200203404199394,-0.45962291697524693
D-15400,1,0.0,0.0,0.0,0.6223926485977354,-0.4620234826603532
D-15400,3,0.0,0.0,0.0,0.6223926485977354,-0.4620234826603532
D-15400,E1,0.0,0.0,0.0,0.6223926485977354,-0.4620234826603532
D-15400,L,0.0,0.0,0.0,0.6223926485977354,-0.4620234826603532
D-15400,U,0.0,0.0,0.0,0.6223926485977354,-0.4620234826603532
D-15400,W,0.0,0.0,0.0,0.6223926485977354,-0.4620234826603532
D-14106,3,3204.057999461124,0.0,3204.057999461124,0.6200203404199394,-0.4636971332245481
D-14106,1,3024.348227609897,0.0,3024.348227609897,0.6200203404199394,-0.4639107056426377
D-17106,3,10193.902272129211,0.0,10193.902272129211,0.616185744139073,-0.4642504016274852
D-17106,2,8064.390100485898,0.0,8064.390100485898,0.616185744139073,-0.46678117699470145
D-14106,E1,67.11443661971829,0.0,67.11443661971829,0.6200203404199394,-0.4674251699096168
D-14106,L,0.0,0.0,0.0,0.6200203404199394,-0.46750493069485366
D-14106,U,0.0,0.0,0.0,0.6200203404199394,-0.46750493069485366
D-14106,W,0.0,0.0,0.0,0.6200203404199394,-0.46750493069485366
D-17106,1,6482.01939687214,0.0,6482.01939687214,0.616185744139073,-0.4686617132282276
A-61220,1,7649.099656006935,1522.51,6126.589656006935,0.616164864623497,-0.4691323606094464
A-61220,3,8689.8317526894,2719.33,5970.501752689401,0.616164864623497,-0.46931786009899923
D-17200,1,10471.539189846255,0.0,10471.539189846255,0.6131474474687866,-0.4709407286998568
A-61220,2,3143.6595795955254,504.66,2638.9995795955256,0.616164864623497,-0.4732771160017194
AC-B8BK,W,7903.344444444445,297.49,7605.854444444445,0.6134830828107628,-0.4735708753715522
T-22010,1,29106.18234581563,60264.09,-31157.907654184368,0.6329225439870138,-0.47472211925285546
A-61220,E1,249.25000000000003,12.67,236.58000000000004,0.616164864623497,-0.476132222619432
D-17106,E1,26.14999999999999,0.0,26.14999999999999,0.616185744139073,-0.4763340597220074
D-17106,L,0.0,0.0,0.0,0.616185744139073,-0.4763651371568932
D-17106,U,0.0,0.0,0.0,0.616185744139073,-0.4763651371568932
D-17106,W,0.0,0.0,0.0,0.616185744139073,-0.4763651371568932
A-61220,W,0.0,4.74,-4.74,0.616164864623497,-0.47641901445830903
A-61220,L,0.0,19.72,-19.72,0.616164864623497,-0.4764368171342015
A-61220,U,0.0,215.36,-215.36,0.616164864623497,-0.4766693215074731
D-17200,2,1363.770886404163,0.0,1363.770886404163,0.6131474474687866,-0.48176467043618265
D-17200,3,997.1827441882015,0.0,997.1827441882015,0.6131474474687866,-0.48220033464725764
AC-B8BK,E1,0.0,1.14,-1.14,0.6134830828107628,-0.48261125298239926
AC-B8BK,L,0.0,28.91,-28.91,0.6134830828107628,-0.4826442556732895
AC-B8BK,U,0.0,315.64,-315.64,0.6134830828107628,-0.4829850141017712
D-17200,E1,0.0,0.0,0.0,0.6131474474687866,-0.4833854161693122
D-17200,L,0.0,0.0,0.0,0.6131474474687866,-0.4833854161693122
D-17200,U,0.0,0.0,0.0,0.6131474474687866,-0.4833854161693122
D-17200,W,0.0,0.0,0.0,0.6131474474687866,-0.4833854161693122
D-18106,2,4825.208384267367,0.0,4825.208384267367,0.6087682823579432,-0.48776948108158824
T-31510,2,105785.80143398733,189102.45,-83316.64856601268,0.6540510290855184,-0.48788969936110593
A-61150,1,43698.071132870304,19523.72,24174.351132870303,0.5978357676238901,-0.49003502165335333
AC-B4BK,1,50086.54562569958,5000.47,45086.07562569958,0.5868204395628679,-0.49063489199784116
D-18106,3,2104.158967603466,0.0,2104.158967603466,0.6087682823579432,-0.4910032568394216
T-32206,2,63660.09358333999,147702.06,-84041.96641666,0.6529957816738681,-0.4911899400360573
D-18106,1,1201.8009051762513,0.0,1201.8009051762513,0.6087682823579432,-0.4920756458997938
D-18106,E1,37.78846153846155,0.0,37.78846153846155,0.6087682823579432,-0.493458992780229
D-18106,L,0.0,0.0,0.0,0.6087682823579432,-0.493503901707682
D-18106,U,0.0,0.0,0.0,0.6087682823579432,-0.493503901707682
D-18106,W,0.0,0.0,0.0,0.6087682823579432,-0.493503901707682
D-17100N,1,2233.403779197366,0.0,2233.403779197366,0.6061696192142279,-0.4968541216033361
D-17100N,3,1248.1120758417433,0.0,1248.1120758417433,0.6061696192142279,-0.49802507146010566
D-17100N,2,1101.1353938250468,0.0,1101.1353938250468,0.6061696192142279,-0.4981997429042778
AC-B16BK,1,17323.266800781144,0.0,17323.266800781144,0.5977883630519019,-0.49828658614663046
D-17100N,E1,0.0,0.0,0.0,0.6061696192142279,-0.4995083648355213
D-17100N,L,0.0,0.0,0.0,0.6061696192142279,-0.4995083648355213
D-17100N,U,0.0,0.0,0.0,0.6061696192142279,-0.4995083648355213
D-17100N,W,0.0,0.0,0.0,0.6061696192142279,-0.4995083648355213
AC-B16BK,2,15565.762475468662,0.0,15565.762475468662,0.5977883630519019,-0.5003752563658029
AC-B16BK,3,15014.010859395157,0.0,15014.010859395157,0.5977883630519019,-0.5010309743360379
A-61150,2,26008.720881030673,15882.87,10125.850881030672,0.5978357676238901,-0.5067306756426191
D-14200N,1,4179.008409876225,0.0,4179.008409876225,0.5993857910791741,-0.5102165999896504
D-14100N,1,2633.201906751747,0.0,2633.201906751747,0.600119878618835,-0.5103575018153839
AC-B4BK,2,28389.015830455726,571.89,27817.125830455727,0.5868204395628679,-0.5111578236539541
D-14100N,2,1840.5064441569,0.0,1840.5064441569,0.600119878618835,-0.5112995645925555
D-14200N,2,2498.8965081442643,0.0,2498.8965081442643,0.5993857910791741,-0.512213294759321
D-14100N,3,941.3814563402453,0.0,941.3814563402453,0.600119878618835,-0.512368111371257
T-22010,2,29048.5999685838,91902.08,-62853.4800314162,0.6329225439870138,-0.5123900766800331
D-14200N,3,1962.0504095447006,0.0,1962.0504095447006,0.5993857910791741,-0.5128512985709045
D-14100N,E1,0.0,0.0,0.0,0.600119878618835,-0.5134868769893101
D-14100N,L,0.0,0.0,0.0,0.600119878618835,-0.5134868769893101
D-14100N,U,0.0,0.0,0.0,0.600119878618835,-0.5134868769893101
D-14100N,W,0.0,0.0,0.0,0.600119878618835,-0.5134868769893101
AC-B4BK,3,29073.080589181158,3363.12,25709.96058918116,0.5868204395628679,-0.5136620412669283
D-15200N,3,4487.460791574719,0.0,4487.460791574719,0.5976323441900833,-0.5139015350688728
D-14200N,E1,0.0,0.0,0.0,0.5993857910791741,-0.5151830574177584
D-14200N,L,0.0,0.0,0.0,0.5993857910791741,-0.5151830574177584
D-14200N,U,0.0,0.0,0.0,0.5993857910791741,-0.5151830574177584
D-14200N,W,0.0,0.0,0.0,0.5993857910791741,-0.5151830574177584
D-15200N,1,2566.217472989132,0.0,2566.217472989132,0.5976323441900833,-0.5161847975596211
D-15200N,2,2238.2233986541996,0.0,2238.2233986541996,0.5976323441900833,-0.5165745954367937
D-13300N,1,1627.9012097251345,0.0,1627.9012097251345,0.5977732467289546,-0.5169743514351612
D-13300N,2,748.4903800868578,0.0,748.4903800868578,0.5977732467289546,-0.5180194693241068
A-61150,E1,523.1770833333331,253.87,269.30708333333314,0.5978357676238901,-0.5184444843642901
D-13300N,3,195.9460309237947,0.0,195.9460309237947,0.5977732467289546,-0.5186761294018359
AC-B16BK,E1,64.09999999999997,0.0,64.09999999999997,0.5977883630519019,-0.518797891402231
A-61150,W,0.0,58.11,-58.11,0.5978357676238901,-0.5188335965282588
AC-B16BK,L,0.0,0.0,0.0,0.5977883630519019,-0.5188740697416642
AC-B16BK,U,0.0,0.0,0.0,0.5977883630519019,-0.5188740697416642
AC-B16BK,W,0.0,0.0,0.0,0.5977883630519019,-0.5188740697416642
D-13300N,E1,0.0,0.0,0.0,0.5977732467289546,-0.5189089974713258
D-13300N,L,0.0,0.0,0.0,0.5977732467289546,-0.5189089974713258
D-13300N,U,0.0,0.0,0.0,0.5977732467289546,-0.5189089974713258
D-13300N,W,0.0,0.0,0.0,0.5977732467289546,-0.5189089974713258
A-61150,L,0.0,241.65,-241.65,0.5978357676238901,-0.519051720902979
D-15200N,E1,0.0,0.0,0.0,0.5976323441900833,-0.519234566447558
D-15200N,L,0.0,0.0,0.0,0.5976323441900833,-0.519234566447558
D-15200N,U,0.0,0.0,0.0,0.5976323441900833,-0.519234566447558
D-15200N,W,0.0,0.0,0.0,0.5976323441900833,-0.519234566447558
A-61150,U,0.0,2638.43,-2638.43,0.5978357676238901,-0.5219001252771863
T-31520,1,31463.349287728328,3383.9,28079.449287728326,0.5803082437724081,-0.5258931304000081
AC-B4BK,W,6035.344444444447,164.24,5871.104444444447,0.5868204395628679,-0.5372391257811253
A-61150,3,6425.155792055358,22645.34,-16220.184207944643,0.5978357676238901,-0.5380410844371083
AC-B4BK,E1,134.33750000000003,0.74,133.59750000000003,0.5868204395628679,-0.5440577490496774
AC-B4BK,L,0.0,37.72,-37.72,0.5868204395628679,-0.5442613478432163
AC-B4BK,U,0.0,411.81,-411.81,0.5868204395628679,-0.5447059274843795
T-31520,E1,0.0,5.24,-5.24,0.5803082437724081,-0.5592698073646931
T-31520,W,0.0,31.99,-31.99,0.5803082437724081,-0.5593015978573583
T-31520,L,0.0,133.04,-133.04,0.5803082437724081,-0.5594216886717066
T-31520,U,0.0,1452.58,-1452.58,0.5803082437724081,-0.5609898691087686
T-32202,E1,0.0,4.31,-4.31,0.5566442510495523,-0.6139466514797767
T-32202,W,0.0,26.34,-26.34,0.5566442510495523,-0.6139728325845772
T-32202,L,0.0,109.55,-109.55,0.5566442510495523,-0.6140717218142845
T-32202,U,0.0,1196.08,-1196.08,0.5566442510495523,-0.6153629862627142
A-61012,1,16490.176399935935,1690.45,14799.726399935935,0.5472964960889094,-0.6179519900232484
A-61012,2,10767.458931410145,1370.33,9397.128931410145,0.5472964960889094,-0.6243725969464663
A-61012,3,6800.142225689771,837.44,5962.702225689771,0.5472964960889094,-0.6284541714136549
A-61012,W,992.1222222222218,115.34,876.7822222222218,0.5472964960889094,-0.6344984294535022
A-61012,E1,109.62595238095233,15.43,94.19595238095232,0.5472964960889094,-0.6354284781664464
A-61012,L,0.0,16.7,-16.7,0.5472964960889094,-0.6355602702023628
A-61012,U,0.0,182.32,-182.32,0.5472964960889094,-0.6357570979180716
T-32224,2,47902.18559113299,1864.86,46037.32559113299,0.5201935305970687,-0.6434523308388824
D-18200N,3,2386.9452810654943,0.0,2386.9452810654943,0.5337594929628323,-0.6639822650281446
D-18200N,2,1910.1370430631819,0.0,1910.1370430631819,0.5337594929628323,-0.6645489180671318
D-18200N,1,1627.9363095113151,0.0,1627.9363095113151,0.5337594929628323,-0.6648842937811538
D-18200N,E1,0.0,0.0,0.0,0.5337594929628323,-0.6668189815309443
D-18200N,L,0.0,0.0,0.0,0.5337594929628323,-0.6668189815309443
D-18200N,U,0.0,0.0,0.0,0.5337594929628323,-0.6668189815309443
D-18200N,W,0.0,0.0,0.0,0.5337594929628323,-0.6668189815309443
T-32224,1,18039.362068965518,745.56,17293.802068965517,0.5201935305970687,-0.6776119859305771
T-32224,E1,0.0,0.43,-0.43,0.5201935305970687,-0.698164963789954
T-32224,W,0.0,2.6,-2.6,0.5201935305970687,-0.6981675426822562
T-32224,L,0.0,10.82,-10.82,0.5201935305970687,-0.698177311573834
T-32224,U,0.0,118.13,-118.13,0.5201935305970687,-0.6983048419576808
T-32224,3,0.0,341.6,-341.6,0.5201935305970687,-0.6985704203276205
F-76010,1,2693.156801500975,1139.38,1553.7768015009747,0.5015480981317553,-0.7393999777142279
F-76010,2,4915.129345730497,3995.52,919.6093457304974,0.5015480981317553,-0.7401536411105332
F-76010,3,3240.1228515480984,2940.83,299.2928515480985,0.5015480981317553,-0.7408908436136507
F-76010,E1,0.0,1.32,-1.32,0.5015480981317553,-0.7412481008342936
F-76010,W,0.0,8.05,-8.05,0.5015480981317553,-0.7412560989657193
F-76010,L,0.0,33.47,-33.47,0.5015480981317553,-0.7412863088469734
F-76010,U,0.0,365.44,-365.44,0.5015480981317553,-0.7416808318320224
T-47010,E1,0.0,6.75,-6.75,0.5010512570395619,-0.7424025535182862
T-47010,W,0.0,41.22,-41.22,0.5010512570395619,-0.7424435186877132
T-47010,L,0.0,171.4,-171.4,0.5010512570395619,-0.7425982284572515
T-47010,2,10278.004402205113,12115.07,-1837.0655977948863,0.5010512570395619,-0.7445777548112454
T-47010,U,0.0,1871.39,-1871.39,0.5010512570395619,-0.7446185469479385
T-47010,1,6336.432772502927,10465.43,-4128.997227497073,0.5010512570395619,-0.747301554275288
T-47010,3,11441.180530648837,18774.74,-7333.559469351165,0.5010512570395619,-0.7511099510021952
F-12998,2,2257.472631479638,0.0,2257.472631479638,0.45264321079003966,-0.8515631681546584
F-12998,1,1592.2664272509528,0.0,1592.2664272509528,0.45264321079003966,-0.8523537189193823
F-12418,2,2246.8080802915692,11.43,2235.3780802915694,0.4519917207511387,-0.8530947568693127
F-12998,3,855.795606570696,0.0,855.795606570696,0.45264321079003966,-0.8532289626660348
F-12998,E1,0.0,0.0,0.0,0.45264321079003966,-0.8542460155241124
F-12998,L,0.0,0.0,0.0,0.45264321079003966,-0.8542460155241124
F-12998,U,0.0,0.0,0.0,0.45264321079003966,-0.8542460155241124
F-12998,W,0.0,0.0,0.0,0.45264321079003966,-0.8542460155241124
F-12418,3,1007.7016811975182,0.21,1007.4916811975181,0.4519917207511387,-0.8545540134511471
F-12418,1,746.9658002668787,0.73,746.2358002668786,0.4519917207511387,-0.8548644976816689
F-12418,E1,0.0,0.0,0.0,0.4519917207511387,-0.8557513464194214
F-12418,W,0.0,0.01,-0.01,0.4519917207511387,-0.8557513583037177
F-12418,L,0.0,0.05,-0.05,0.4519917207511387,-0.855751405840903
F-12418,U,0.0,0.56,-0.56,0.4519917207511387,-0.8557520119400155
F-20141,2,5361.015776838973,595.95,4765.065776838973,0.43019958162183797,-0.9004412512050874
F-20141,1,3557.833499656572,120.34,3437.4934996565717,0.43019958162183797,-0.9020189774383682
F-20141,3,3394.73804671574,102.33,3292.40804671574,0.43019958162183797,-0.9021914012898651
F-20141,E1,0.0,0.13,-0.13,0.43019958162183797,-0.9061043510701992
F-20141,W,0.0,0.82,-0.82,0.43019958162183797,-0.9061051710866455
F-20141,L,0.0,3.39,-3.39,0.43019958162183797,-0.9061082253508006
F-20141,U,0.0,37.04,-37.04,0.43019958162183797,-0.9061482160079289
J-72402,1,6697.908694023979,5977.54,720.3686940239786,0.4218248782647207,-0.9245986530865856
J-72402,E1,0.0,1.09,-1.09,0.4218248782647207,-0.9254560559770753
J-72402,W,0.0,6.67,-6.67,0.4218248782647207,-0.9254626874144238
J-72402,3,125.4654108740584,149.44,-23.97458912594159,0.4218248782647207,-0.9254832527009166
J-72402,L,0.0,27.74,-27.74,0.4218248782647207,-0.9254877276267772
J-72402,U,0.0,302.9,-302.9,0.4218248782647207,-0.9258147359244128
J-72402,2,0.0,566.62,-566.62,0.4218248782647207,-0.9261281485870543
F-12402,2,13408.845017473725,1287.14,12121.705017473725,0.4097671632492982,-0.9389094866617567
F-12402,3,8264.905119350524,153.99,8110.915119350524,0.4097671632492982,-0.9436760282257886
F-12402,1,5011.921486670573,205.62,4806.3014866705735,0.4097671632492982,-0.9476033289903104
F-12402,E1,0.0,0.27,-0.27,0.4097671632492982,-0.9533156009750452
F-12402,W,0.0,1.64,-1.64,0.4097671632492982,-0.9533172291236415
F-12402,L,0.0,6.83,-6.83,0.4097671632492982,-0.9533233970734333
F-12402,U,0.0,74.52,-74.52,0.4097671632492982,-0.9534038418752466
F-12122,2,9087.295231955513,1269.36,7817.935231955514,0.3958721068580796,-0.9761300890906233
F-12122,3,7089.464364590399,164.51,6924.954364590399,0.3958721068580796,-0.9771913340145153
F-12122,1,1705.0563003086063,199.55,1505.5063003086063,0.3958721068580796,-0.9836319666850523
F-12122,E1,0.0,0.27,-0.27,0.3958721068580796,-0.985421475860019
F-12122,W,0.0,1.63,-1.63,0.3958721068580796,-0.985423092124319
F-12122,L,0.0,6.77,-6.77,0.3958721068580796,-0.9854292006526293
F-12122,U,0.0,73.91,-73.91,0.3958721068580796,-0.9855089918181448
F-97000,2,16149.034435567328,1035.69,15113.344435567327,0.3459057626850221,-1.0829120909444767
F-97000,E1,0.0,0.17,-0.17,0.3459057626850221,-1.10087343934855
F-97000,W,0.0,1.03,-1.03,0.3459057626850221,-1.1008744613980337
F-97000,L,0.0,4.29,-4.29,0.3459057626850221,-1.1008783356786354
F-97000,U,0.0,46.87,-46.87,0.3459057626850221,-1.1009289390123804
F-97000,3,0.0,135.53,-135.53,0.3459057626850221,-1.101034305183584
F-97000,1,0.0,216.42,-216.42,0.3459057626850221,-1.1011304372565442
F-50139,E1,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00376,1,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00376,2,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00376,3,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00376,E1,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00376,L,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00376,U,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00376,W,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00377,1,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00377,2,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00377,3,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00377,E1,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00377,L,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00377,U,0.0,0.0,0.0,0.0,-1.9001220367500578
F-00377,W,0.0,0.0,0.0,0.0,-1.9001220367500578
F-50139,W,0.0,0.02,-0.02,0.0,-1.9001220605186506
F-50140,E1,0.0,0.05,-0.05,0.0,-1.9001220961715395
F-00378,E1,0.0,0.05,-0.05,0.0,-1.9001220961715395
F-50139,L,0.0,0.09,-0.09,0.0,-1.9001221437087248
F-00373,E1,0.0,0.1,-0.1,0.0,-1.9001221555930212
D-03052,E1,0.0,0.15,-0.15,0.0,-1.9001222150145027
F-00375,E1,0.0,0.16,-0.16,0.0,-1.900122226898799
F-00372,E1,0.0,0.2,-0.2,0.0,-1.9001222744359842
AC-B6SLJ ,E1,0.0,0.26,-0.26,0.0,-1.9001223457417622
D-04033,E1,0.0,0.27,-0.27,0.0,-1.9001223576260586
F-00378,W,0.0,0.28,-0.28,0.0,-1.9001223695103548
F-50140,W,0.0,0.33,-0.33,0.0,-1.9001224289318366
D-04043,E1,0.0,0.46,-0.46,0.0,-1.9001225834276887
F-00373,W,0.0,0.63,-0.63,0.0,-1.9001227854607263
D-03053,E1,0.0,0.66,-0.66,0.0,-1.9001228211136152
D-04011,E1,0.0,0.69,-0.69,0.0,-1.900122856766504
AC-B16BK ,E1,0.0,0.77,-0.77,0.0,-1.9001229518408747
D-03052,W,0.0,0.9,-0.9,0.0,-1.900123106336727
F-50139,U,0.0,0.95,-0.95,0.0,-1.9001231657582087
J-63004,E1,0.0,0.95,-0.95,0.0,-1.9001231657582087
F-00375,W,0.0,0.98,-0.98,0.0,-1.9001232014110976
A-61243,E1,0.0,1.05,-1.05,0.0,-1.9001232846011717
J-63006,E1,0.0,1.12,-1.12,0.0,-1.9001233677912461
F-00378,L,0.0,1.14,-1.14,0.0,-1.9001233915598386
F-00372,W,0.0,1.24,-1.24,0.0,-1.900123510402802
F-50140,L,0.0,1.36,-1.36,0.0,-1.900123653014358
AC-B6SLJ ,W,0.0,1.6,-1.6,0.0,-1.9001239382374697
D-04033,W,0.0,1.67,-1.67,0.0,-1.9001240214275439
F-00491,E1,0.0,2.44,-2.44,0.0,-1.9001249365183608
D-04032,E1,0.0,2.48,-2.48,0.0,-1.900124984055546
F-00373,L,0.0,2.64,-2.64,0.0,-1.9001251742042873
F-50139,3,0.0,2.75,-2.75,0.0,-1.9001253049315467
D-04043,W,0.0,2.83,-2.83,0.0,-1.9001254000059173
D-03052,L,0.0,3.75,-3.75,0.0,-1.9001264933611792
D-03054,E1,0.0,3.75,-3.75,0.0,-1.9001264933611792
D-03053,W,0.0,4.04,-4.04,0.0,-1.9001268380057725
F-00375,L,0.0,4.08,-4.08,0.0,-1.9001268855429578
D-04011,W,0.0,4.21,-4.21,0.0,-1.90012704003881
F-50139,1,0.0,4.39,-4.39,0.0,-1.9001272539561438
AC-B16BK ,W,0.0,4.68,-4.68,0.0,-1.9001275986007373
D-04037,E1,0.0,5.07,-5.07,0.0,-1.9001280620882939
F-00372,L,0.0,5.17,-5.17,0.0,-1.9001281809312571
J-63004,W,0.0,5.8,-5.8,0.0,-1.9001289296419255
A-61243,W,0.0,6.39,-6.39,0.0,-1.9001296308154085
AC-B6SLJ ,L,0.0,6.66,-6.66,0.0,-1.9001299516914094
J-63006,W,0.0,6.87,-6.87,0.0,-1.9001302012616321
D-04033,L,0.0,6.94,-6.94,0.0,-1.9001302844517063
D-04061,E1,0.0,7.28,-7.28,0.0,-1.9001306885177813
D-04043,L,0.0,11.79,-11.79,0.0,-1.900136048335423
F-00378,U,0.0,12.49,-12.49,0.0,-1.9001368802361658
F-50139,2,0.0,12.8,-12.8,0.0,-1.9001372486493517
F-50140,U,0.0,14.89,-14.89,0.0,-1.9001397324672835
F-00491,W,0.0,14.93,-14.93,0.0,-1.9001397800044688
D-04032,W,0.0,15.13,-15.13,0.0,-1.9001400176903953
D-03053,L,0.0,16.81,-16.81,0.0,-1.9001420142521774
D-04011,L,0.0,17.49,-17.49,0.0,-1.9001428223843275
AC-B16BK ,L,0.0,19.47,-19.47,0.0,-1.9001451754749996
D-03054,W,0.0,22.94,-22.94,0.0,-1.9001492993258238
J-63004,L,0.0,24.12,-24.12,0.0,-1.90015070167279
A-61243,L,0.0,26.59,-26.59,0.0,-1.900153637093982
J-63006,L,0.0,28.55,-28.55,0.0,-1.9001559664160612
F-00373,U,0.0,28.78,-28.78,0.0,-1.9001562397548768
D-04037,W,0.0,30.99,-30.99,0.0,-1.900158866184364
F-00378,3,0.0,36.12,-36.12,0.0,-1.900164962828378
D-03052,U,0.0,40.95,-40.95,0.0,-1.9001707029435022
F-50140,3,0.0,43.05,-43.05,0.0,-1.9001731986457302
D-04061,W,0.0,44.48,-44.48,0.0,-1.9001748981001043
