Week,Cut_Off,Row_Index,Item_ID,Qty,Col4,Note,Requested_By,Date_Shipped,Transfer_Reason,Shipment_Status
1/20/25,1/20/25,1,A-61219,40 cases (2 pallets) *,"34517, 12/31/2026",,VL,,Repackaging capacity,Shipped
1/20/25,1/20/25,2,A-61220,120cs (5plts)*,4070427; 8/31/2029,,SYS,,Repackaging capacity,Shipped
1/20/25,1/20/25,3,A-61235S,150 Boxes*,"38916, 7/31/2029",,VL,,Repackaging capacity,Shipped
1/20/25,1/20/25,4,#6814,,,,,,,
1/20/25,1/20/25,5,K-80027,40 cases*,"I4750, 4/29/2029",Urgent,VL,,Low replenishment,Shipped
1/20/25,1/20/25,6,A-61250,28 Cases*,"4100586, 10/31/2029",,VL,,Repackaging capacity,Shipped
1/20/25,1/20/25,7,D-17206,1 PALLET (136 CASES/PALLET),HB241P07    09/03/2027,,GC,,Planned transfer (container sharing),Shipped
1/20/25,1/20/25,8,D-19206,3 PALLETS  (136 CASES/PALLET),HB241B13  09/03/2027,,GC,,Planned transfer (container sharing),Shipped
1/20/25,1/20/25,9,D-19220,5 CASES,HB241B04  03/06/2027,,GC,,Planned transfer (container sharing),Shipped
1/20/25,1/20/25,10,S-06011,2 PALLETS (64 CASES/PALLET),,,,,,
1/20/25,1/20/25,11,S-06031,1 PALLET (64 CASEDS/PALLET),N/A,,GC,,Planned transfer (container sharing),Shipped
1/20/25,1/20/25,12,S-06032,8 CASES,N/A,,GC,,Planned transfer (container sharing),Shipped
1/20/25,1/20/25,13,D-60011,5 CASES,E010D0  05/10/2028,,GC,,Repackaging capacity,Shipped
1/20/25,1/20/25,14,C-70020,1132 each(all inventory)*,05/08/2025,Urgent,Winson C,,Sales Order Fulfillment,Shipped
1/20/25,1/20/25,15,F-30311,3 cases*,05/01/2025,,WYL,,Other (State reason),Shipped
1/20/25,1/20/25,16,F-04114,2plts (480cs),,URGENT,SYS,,Sales Order Fulfillment,Shipped
1/27/25,1/27/25,1,A-61260n,2 PALLETS( 48cases)*,09/05/2029,,SYS,,Repackaging capacity,Shipped
1/27/25,1/27/25,2,A-61243,2pallets (48cs)*,10/21/2029,,SYS,,Repackaging capacity,Shipped
1/27/25,1/27/25,3,Monitor,1 cs,,to Sun,Eric,,Other (State reason),Shipped
1/27/25,1/27/25,4,D-14206,2 PALLETS (136 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
1/27/25,1/27/25,5,D-18206,2 PALLETS (136 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
1/27/25,1/27/25,6,D-03053,2plts,4110638,urgent,JD,,Planned transfer (container sharing),Not shipped
1/27/25,1/27/25,7,D-03054,1plt,4110639,urgent,JD,,Planned transfer (container sharing),Not shipped
1/27/25,1/27/25,8,D-03056,60cs,36694,urgent,JD,,Planned transfer (container sharing),Not shipped
1/27/25,1/27/25,9,D-03058,60CS,4040216,urgent,JD,,Planned transfer (container sharing),Not shipped
1/27/25,1/27/25,10,D-03059,1plt,1059360,urgent,JD,,Planned transfer (container sharing),Not shipped
1/27/25,1/27/25,11,D-03061,15cs,78471,urgent,JD,,Planned transfer (container sharing),Not shipped
1/27/25,1/27/25,12,D-03063,40cs,4050316,urgent,JD,,Planned transfer (container sharing),Not shipped
1/27/25,1/27/25,13,D-03065,1plt,1019015,urgent,JD,,Planned transfer (container sharing),Not shipped
2/3/25,2/3/25,1,F-04005,3 pallets (210cs)*,10/17/2026,,SYS,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,2,F-04117,5 pallets (1200cs)*,09/23/2026,,SYS,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,3,D-03053,2plts (264 cs),4110638,urgent,JD,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,4,D-03054,1plt (136 cs),4110639,urgent,JD,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,5,D-03056,60cs,36694,urgent,JD,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,6,D-03058,60CS,4040216,urgent,JD,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,7,D-03059,1plt (132 cs),1059360,urgent,JD,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,8,D-03061,15cs,78471,urgent (only shipped 12 cs),JD,,Planned transfer (container sharing),Partial
2/3/25,2/3/25,9,D-03063,40cs,4050316,urgent,JD,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,10,D-03065,1plt (132 cs),1019015,urgent,JD,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,11,,1  ENVELOP (GHC SAMPLES) --> WINSON,,,GC,,Other (State reason),Shipped
2/3/25,2/3/25,12,D-15206 *,2 PALLETS (136 CASES/PALLET),HB241W18   06/28/2027,,GC,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,13,D-13206  *,2 PALLETS  (136 CASS/PALLET),HB241G22   06/28/2027,,GC,,Planned transfer (container sharing),Shipped
2/3/25,2/3/25,14,C-70021   *,1 PALLET (42 CASES/PALLET),,,,,,
2/3/25,2/3/25,15,Ginger Hard Candy poster,1 cs,,to Xiu Zhen,AWC,,Other (State reason),Shipped
2/3/25,2/3/25,16,#6828,Total: 6 plts,,"Moved separately, picked up 2/4, ETA 2/5, delivered 2/7, #6828 submitted 2/7",Wai Wai,02/04/2025,Low replenishment,
2/10/25,2/10/25,1,S-06022,20 cases*,N/A,,HL/GC,,Planned transfer (container sharing),Shipped
2/10/25,2/10/25,2,D-03061,3 cs*,78471,urgent (partial from week 2/3),JD,,Planned transfer (container sharing),Shipped
2/10/25,2/10/25,3,J-56206,1 pallet (63CS)*,10262025,,TX,,Planned transfer (container sharing),Shipped
2/10/25,2/10/25,4,D-04037,3 pallets (36 cs/plt),,,GC,,Planned transfer (container sharing),Shipped
2/10/25,2/10/25,5,F-11178A,1 PALLET (42 cs/plt),,,GC,,Planned transfer (container sharing),Shipped
2/10/25,2/10/25,6,D-14106,1 pallet (   cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,HL,,Planned transfer (container sharing),Not Shipped
2/10/25,2/10/25,7,computer devices,1 bx,,,Eric,,Other (State reason),Shipped
2/17/25,2/18/25,1,D-14106 *,1 pallet (136cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,HL,,Planned transfer (container sharing),Shipped
2/17/25,2/18/25,2,D-17106 *,3 pallets (136 cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,HL,,Planned transfer (container sharing),Shipped
2/17/25,2/18/25,3,D-13106 *,1 pallet (136cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,HL,,Planned transfer (container sharing),Shipped
2/17/25,2/18/25,4,D-15106 *,1 pallet (136cs/plt),HB241W10    04/28/2027,,HL,,Planned transfer (container sharing),Shipped
2/17/25,2/18/25,5,D-16106 *,1 pallet (136cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,GC,,Planned transfer (container sharing),Shipped
2/17/25,2/18/25,6,D-13306 *,1 pallet (136cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,GC,,Planned transfer (container sharing),Shipped
2/17/25,2/18/25,7,A-62030 *,60 CASES,I027G0   12/30/2026,,GC,,Repackaging capacity,Shipped
2/17/25,2/18/25,8,D-04037 *,3 PALLETS (36 CASES/PALLET),F006C0   06/05/2027,,GC,,Planned transfer (container sharing),Shipped
2/17/25,2/18/25,9,D-41986 *,12 CASES,F004C0  06/03/02027,,GC,,Planned transfer (container sharing),Shipped
2/17/25,2/18/25,10,A-61238,2 Pallet (100cs/ plt)*,,Urgent,VL,,Warehouse limitations,Shipped
2/17/25,2/18/25,11,#6842,1 plt*,,,Wai Wai,,Low replenishment,Shipped
2/17/25,2/18/25,12,A-61234T,2 Pallets (30 cs/ pallets)*,"38915, 7/31/2029",,VL,,Repackaging capacity,Shipped
2/17/25,2/18/25,13,D-03012,72cs*,39259; 7/31/26,,SYS,,Repackaging capacity,Shipped
2/24/25,2/24/25,1,F-04005,1 pallet (70cs/plt),,Urgent,HL,,Sales Order Fulfillment,Shipped
2/24/25,2/24/25,2,D-15206,1 pallet( 136 cases/pallet) *,,Urgent,GC,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,3,D-18206,60 CASES *,,,GC,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,4,D-13212,90 CASES *,,,GC,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,5,D-14212,50 CASES *,,,GC,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,6,D-19212,30 CASES *,,,GC,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,7,D-13012,90 CASES *,,,GC,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,8,D-18120N,5 CASES *,,,GC,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,9,F-04118,4 pallets (960cs)*,,Urgent,SYS,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,10,F-04075,2 pallets (256cs)*,,Urgent,SYS,,Planned transfer (container sharing),Shipped
2/24/25,2/24/25,11,#6855,1 cs,,"Urgent, to Sun",Jie,,Other (State reason),Canceled
3/3/25,3/3/25,1,C-70126,100 cases ,,,HL,,Sales Order Fulfillment,Shipped
3/3/25,3/3/25,2,C-70330,2 pallets (45cs/plt) *,,waiting PO #39860 receiving 3/5,HL,,Sales Order Fulfillment,Shipped
3/3/25,3/3/25,3,A-61270,1 pallet (   132   cs/plt),,,HL,,Sales Order Fulfillment,Shipped
3/3/25,3/3/25,4,C-70123,2 PALLETS (45cs/plt) *,,waiting PO #39860 receiving 3/5,GC,,Planned transfer (container sharing),Shipped
3/3/25,3/3/25,5,C-70530,1 PALLET (45cs/plt) *,,waiting PO #39860 receiving 3/5,GC,,Planned transfer (container sharing),Shipped
3/3/25,3/3/25,6,#6869,1 plt,,"Urgent, AG & Pkg Materials",Wai Wai,,Low replenishment,Shipped
3/3/25,3/3/25,7,D-03054,264cs,#4110639,Urgent,JD,,Planned transfer (container sharing),Shipped
3/3/25,3/3/25,8,J-40032,2 Pallets (40 cs/ plt)*,"06142026, 6/14/2026",,VL,,Planned transfer (container sharing),Shipped
3/3/25,3/3/25,9,F-96106,100 cs,PO 40421,"Urgent, PO# 40421 delivered 3/4",VL,,Planned transfer (container sharing),Shipped
3/3/25,3/3/25,10,F-96107,100 cs,PO 40421,"Urgent, PO# 40421 delivered 3/4",VL,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,1,D-04032,1 PALLET (36 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,2,D-03061,1plt (132cs),Lot#5010044,Urgent,JD,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,3,J-40152,50cs,,Urgent,JD,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,4,J-40150,35cs,,Urgent,JD,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,5,"#6878, AC-B3SL5",600 boxes (50 cs),,Urgent,WYL,,Low replenishment,Not Shipped
3/10/25,3/10/25,6,D-04037,2 PALLETS  (36 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,7,A-61138,5 CASES,,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,8,C-70052,15 CASES,,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,9,C-70123,2 PALLETS (45 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,10,C-70430,1 PALLET (45 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,11,D-14206,1 PALLET(136 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,12,D-13206,1 PALLET(136 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,13,D-14106,1 PALLET (136 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,14,D-17106,2 PALLETS (136 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,15,D-02030,50 CASES,,,GC,,Repackaging capacity,Shipped
3/10/25,3/10/25,16,F-11078,1 PALLET (50 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
3/10/25,3/10/25,17,,50 - Wing Wah Dessert Poster ,,,VL,,Other (State reason),Shipped
3/17/25,3/17/25,1,#6878,1 plt*,,Urgent,WYL,,Low replenishment,Shipped
3/17/25,3/17/25,2,#6880,1 plt*,,,Wai Wai,,Low replenishment,Shipped
3/17/25,3/17/25,3,"TB, KLO, On Kee Poster",1 case*,,to Xiu Zhen,AWC,,Other (State reason),Shipped
3/17/25,3/17/25,4,F-04007,3 pallets (210cs) (360cs)*,10192026,URGENT,SYS,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,5,J-56005,2 PALLETS  (35 CASES/PALLET)*,08/08/2025,Urgent,TX,,Low replenishment,Shipped
3/17/25,3/17/25,6,J-56003,1 PALLET  (35 CASES/PALLET)*,08/08/2025,,TX,,Low replenishment,Shipped
3/17/25,3/17/25,7,J-56007,1 PALLET  (28 CASES/PALLET)*,10/19/2025,,TX,,Low replenishment,Shipped
3/17/25,3/17/25,8,J-56101,1 PALLET  (45 CASES/PALLET)*,10/19/2025,,TX,,Low replenishment,Shipped
3/17/25,3/17/25,9,J-56103,1 PALLET  (45 CASES/PALLET)*,10/19/2025,,TX,,Low replenishment,Shipped
3/17/25,3/17/25,10,J-56104,1 PALLET  (45 CASES/PALLET)*,10/19/2025,,TX,,Low replenishment,Shipped
3/17/25,3/17/25,11,J-56105,1 PALLET  (45 CASES/PALLET)*,10/19/2025,,TX,,Low replenishment,Shipped
3/17/25,3/17/25,12,J-56207,1 PALLET  (63 CASES/PALLET)*,10/26/2025,,TX,,Low replenishment,Shipped
3/17/25,3/17/25,13,J-56208,1 PALLET  (63 CASES/PALLET)*,10/26/2025,,TX,,Low replenishment,Shipped
3/17/25,3/17/25,14,T-10030N,1 CS*,C230030,URGENT,FG,,Low replenishment,Shipped
3/17/25,3/17/25,15,T-20030N,4 CS*,C230046 - 2041 each,,,,,
3/17/25,3/17/25,16,T-42101,260 CS*,24C32,URGENT,FG,,Low replenishment,Shipped
3/17/25,3/17/25,17,C-70113,1 PALLET (42 CASES/PALLET) *,L00510,,GC,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,18,C-70330,1 PALLET (45 CASES/PALLET) *,L006D0,,GC,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,19,C-70530,1 PALLET (45 CASES/PALLET) *,L010D0,,GC,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,20,D-13106,80 CASES  *,HB241G36,,GC,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,21,D-15206,40 CASES  *,HB241W18,,GC,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,22,D-41986,6 CASES *,F004C0,,GC,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,23,T-32202,50 cases,,,HL,,Low replenishment,Shipped
3/17/25,3/17/25,24,J-31075,22cases,10202026,,JD,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,25,J-31076,30cases,10202026,,JD,,Planned transfer (container sharing),Shipped
3/17/25,3/17/25,26,A-61012,1 PALLETS (30 CASES/PALLET)*,wh017e0,URGENT,GC,,Repackaging capacity,Shipped
3/24/25,3/24/25,1,A-61012,1 PALLETS (30 CASES/PALLET)*,wh017e0,,GC,,Repackaging capacity,Shipped
3/24/25,3/24/25,2,D-03063,1plt (132cs)*,5010045,Urgent,JD,,Planned transfer (container sharing),Shipped
3/24/25,3/24/25,3,D-03058,3plts (396cs),,,,,,
3/24/25,3/24/25,4,J-40136,1 Plt (40cs)*,"09302026, 09/30/2026",Urgent,VL,,Planned transfer (container sharing),Shipped
3/24/25,3/24/25,5,A-61117,3 Plt (135cs)*,"TYS2407, 6/16/2026",,VL,,Planned transfer (container sharing),Shipped
3/24/25,3/24/25,6,Desktop RAM,1 box,,to Mike Ho,EH,,Other (State reason),Shipped
3/24/25,3/24/25,7,Burlington ASN label,In Fedex Envelope,,Mr. Chao,HL,,Other (State reason),Shipped
3/24/25,3/24/25,8,F-96009,15 cs*,,URGENT,WYL,,Sales Order Fulfillment,Shipped
3/24/25,3/24/25,9,C-70050,15 cases,F011D0,,HL,,Sales Order Fulfillment,Shipped
3/31/25,3/31/25,1,A-61237,30 cs,,,VL,,Warehouse limitations,Shipped
3/31/25,3/31/25,2,P-RTBAG,"8,000 ea*",,,Ivy,,Low replenishment,Shipped
3/31/25,3/31/25,3,D-04038,1 PALLET (36 CASES/PALLET) *,K030C0,,GC,,Planned transfer (container sharing),Shipped
3/31/25,3/31/25,4,C-70430,1 PALLET (45 CASES/PALLET),,,GC,,Planned transfer (container sharing),Not Shipped
3/31/25,3/31/25,5,C-70530,20 CASES *,L010D0,,GC,,Planned transfer (container sharing),Shipped
3/31/25,3/31/25,6,A-61012,2 PALLETS (30 CASES/PALLET) *,WK013E0,,GC,,Repackaging capacity,Shipped
3/31/25,3/31/25,7,D-15106,2 PALLETS (136 CASES/PALLET) *,HB241W27,,GC,,Planned transfer (container sharing),Shipped
3/31/25,3/31/25,8,#6903,3 plts*,,,Wai Wai,,Low replenishment,Shipped
4/7/25,4/7/25,1,"#6907, AC-B3SL5",720 bx (60cs)*,,,WYL,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,2,F-87101,50cs*,lot#04192026,,JD,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,3,F-87110,100cs*,lot#04192026,,JD,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,4,F-87111,100cs*,lot#04192026,Urgent,JD,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,5,F-87113,100cs*,lot#04192026,Urgent,JD,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,6,C-70126,100 cases ,Lot# L001D0,,HL,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,7,F-85041,1 PALLET (60 CASES/PALLET)*,11/05/2025,,TX,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,8,F-85042,1 PALLET (60 CASES/PALLET)*,11/13/2025,,TX,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,9,F-85047,1 PALLET (60 CASES/PALLET)*,11/06/2025,,TX,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,10,J-56103,1 PALLET (45 CASES/PALLET)*,10/19/2025,,TX,,Planned transfer (container sharing),Shipped
4/7/25,4/7/25,11,F-04111,500 cases*,Lot 12212025,fulfill to Hawthrone,HL,,Sales Order Fulfillment,Shipped
4/7/25,4/7/25,12,F-04093,1 cases,,Fulfill to KeHe,HL,,Sales Order Fulfillment,Shipped
4/7/25,4/7/25,13,J-40136,120 cs 4 PLTS (280CS),PO#39652,,VL,,Warehouse limitations,Partial
4/7/25,4/7/25,14,J-40135N,150 cs 5 PLTS (300CS),PO#39652,,VL,,Warehouse limitations,Partial
4/7/25,4/7/25,15,F-03805,3 plts (240cs/plt)*,10252026,,SYS,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,1,J-35009,5 CS,,URGENT,WYL,,Sales Order Fulfillment,Shipped
4/14/25,4/14/25,2,J-35010,5 CS,,URGENT,WYL,,Sales Order Fulfillment,Shipped
4/14/25,4/14/25,3,J-35011,5 CS,,URGENT,WYL,,Sales Order Fulfillment,Shipped
4/14/25,4/14/25,4,J-40136,160 cs,PO#39652,partial fr week 4/7,VL,,Warehouse limitations,Shipped
4/14/25,4/14/25,5,J-40135N,150 cs,PO#39652,partial fr week 4/7,VL,,Warehouse limitations,Shipped
4/14/25,4/14/25,6,M-41061,1 Plts ( 133 cases),,8282027,VL,,Warehouse limitations,Shipped
4/14/25,4/14/25,7,Demo cup,10 cs (2000 pc/cs),,,AWC,,Other (State reason),Shipped
4/14/25,4/14/25,8,J-40152,30cs*,602501,Urgent,JD,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,9,J-63004,80cs*,041D5,Urgent,JD,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,10,D-03055N,150cs*,4100606,Urgent,JD,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,11,D-03062,50cs*,4100605,Urgent ,JD,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,12,D-03064,50cs*,5010041,Urgent ,JD,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,13,C-70121,1 PALLET (45 CASES/PALLET) *,L001D0,,GC,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,14,C-70123,1 PALLET (45CASES/PALLET) *,L003D0,,GC,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,15,C-70430,20 CASES *,L008D0,,GC,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,16,S-06011,2 PALLETS (64 CASES/PALLET) *,,,GC,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,17,S-06031,30 CASES *,,,GC,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,18,F-85002,2 PALLETS (70 CASES/PALLET)*,05/01/2026,,TX,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,19,F-85004,2 PALLETS (70 CASES/PALLET)*,05/01/2026,,TX,,Planned transfer (container sharing),Shipped
4/14/25,4/14/25,20,F-96106,40 cases*,12272026,,VL,,Low replenishment,Shipped
4/14/25,4/14/25,21,J-40032,60 cases*,6142026,,VL,,Low replenishment,Shipped
4/14/25,4/14/25,22,M-41061,1 Pallet (133cases/ pallet)*,8282027,duplicate,VL,,Planned transfer (container sharing),Duplicate
4/21/25,4/21/25,1,A-61236S,1 Pallet (30 cases),35292,,VL,,Repackaging capacity,Shipped
4/21/25,4/21/25,2,J-56101,1 Pallet (45 cases),10/19/2025,,TX,,Planned transfer (container sharing),Shipped
4/21/25,4/21/25,3,D-13206,3 PALLETS (136 CASES/PALLET) *,#HB241G29,,GC,,Planned transfer (container sharing),Shipped
4/21/25,4/21/25,4,D-14206,3 PALLETS  (136 CASES/PALLET) *,#HB251J03,,GC,,Planned transfer (container sharing),Shipped
4/21/25,4/21/25,5,M-94306,60 CASES *,#38780,,GC,,Repackaging capacity,Shipped
4/21/25,4/21/25,6,D-03070,50 cases,,Urgent,HL,,Sales Order Fulfillment,Shipped
4/21/25,4/21/25,7,D-18206,3 PALLETS (136 CASES/PALLET) *,HB251Q03,,GC,,Planned transfer (container sharing),Shipped
4/21/25,4/21/25,8,Nutritional label,1 case,,Mr. Chao,HL,,Other (State reason),Shipped
4/21/25,4/21/25,9,#6930,43 cs*,,AG & pkg materials,Wai Wai,,Low replenishment,Shipped
4/21/25,4/21/25,10,#6936,1 cs*,,Pkg materials,SYS,,Low replenishment,Shipped
4/21/25,4/21/25,1,F-04130,6 plt (50cs/plt),,Urgent   ,HL,,Low replenishment,Shipped
4/28/25,4/28/25,1,D-03052,1plt (132cs/plt),,Urgent (wait for #6935),JD,,Planned transfer (container sharing),Shipped
4/28/25,4/28/25,2,F-04130,4 pallets (50cs/plt),,Urgent   ,HL,,Low replenishment,Shipped
4/28/25,4/28/25,3,40th sticker,1 case,,"Urgent, to Xiu Zhen",WYL,,Other (State reason),Shipped
4/28/25,4/28/25,4,UPC stickers,1 case,,Xiu Zhen ,HL,,Other (State reason),Shipped
4/28/25,4/28/25,5,D-17106,2 PALLETS (136 CASES/PALLET) ,,,GC,,Planned transfer (container sharing),Shipped
4/28/25,4/28/25,6,D-04032,3 PALLETS (36cs/plt),,,GC,,Planned transfer (container sharing),Shipped
4/28/25,4/28/25,7,C-70121,1 PALLET (45cs/plt),,,GC,,Planned transfer (container sharing),Shipped
4/28/25,4/28/25,8,PKM,1 pallets (60pcs),,A-61250 outer Carton -see list from PKG,SYS,,Repackaging capacity,Shipped
5/5/25,5/5/25,1,F-03805,960cs (4plts),10252026,,SYS,,Planned transfer (container sharing),Shipped
5/5/25,5/5/25,2,F-96101,360 Cases*,12282026,Urgent,VL,,Sales Order Fulfillment,Shipped
5/5/25,5/5/25,3,F-96102,100 Cases*,3152026,Urgent,VL,,Sales Order Fulfillment,Shipped
5/5/25,5/5/25,4,F-96103,60 Cases*,11272026,Urgent,VL,,Sales Order Fulfillment,Shipped
5/5/25,5/5/25,5,F-96104,10 Cases*,20250305_0005,Urgent,VL,,Sales Order Fulfillment,Shipped
5/5/25,5/5/25,6,F-96107,80 Cases*,11072026,Urgent,VL,,Sales Order Fulfillment,Shipped
5/5/25,5/5/25,7,M-41061,100 Cases*,8282027,,VL,,Planned transfer (container sharing),Shipped
5/5/25,5/5/25,8,A-61219,30 Cases*,34517,,VL,,Repackaging capacity,Shipped
5/5/25,5/5/25,9,C-70123,3 PALLETS (45 CASES/PALLET) *,B019C0,PO# 40350,GC,,Planned transfer (container sharing),Shipped
5/5/25,5/5/25,10,C-70430,3 PALLETS (45 CASES/PALLET) *,B024C0,PO# 40350,GC,,Planned transfer (container sharing),Shipped
5/5/25,5/5/25,11,C-70530,2 PALLETS (45 CASES/PALLET) *,B026C0,PO# 40350,GC,,Planned transfer (container sharing),Shipped
5/5/25,5/5/25,12,A-61138,20 CASES *,,PO# 40350,GC,,Planned transfer (container sharing),Shipped
5/5/25,5/5/25,13,#6971,38 cs*,,,Wai Wai,,Low replenishment,Shipped
5/12/25,5/12/25,1,D-03052,2plts (264cs)*,5030115,Urgent,JD,,Sales Order Fulfillment,Shipped
5/12/25,5/12/25,2,A-61260N,2plts (48cs)*,,URGENT,SYS,,Repackaging capacity,Shipped
5/12/25,5/12/25,3,POP Poster,1 cs,,to Xiu Zhen,AWC,,Other (State reason),Shipped
5/12/25,5/12/25,4,A-61012,1 PALLET (30 CASES/PALLET)*,,WK013E0,GC,,Repackaging capacity,Shipped
5/19/25,5/19/25,1,F-04075,3 plts (384cs),,,SYS,,Planned transfer (container sharing),Shipped
5/19/25,5/19/25,2,D-03056,100cs*,40861,,JD,,Planned transfer (container sharing),Shipped
5/19/25,5/19/25,3,TB Karate Kid Poster,1 cs,,to Xiu Zhen,AWC,,Other (State reason),Shipped
5/19/25,5/19/25,4,Karate Kid Goodies Bags,1 pallet ,,,HL,,Other (State reason),Shipped
5/19/25,5/19/25,5,A-61243,2plts (48cs)*,,,SYS,,Repackaging capacity,Shipped
5/19/25,5/19/25,6,D-04061,6 PALLETS (36 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
5/19/25,5/19/25,7,D-04032,3 PALLETS (36 CASES/PALLET),,lot# discrepancy solved,GC,,Planned transfer (container sharing),Shipped
5/19/25,5/19/25,8,D-04030,20 CASES,,,GC,,Planned transfer (container sharing),Shipped
5/19/25,5/19/25,9,F-11076A,20 CASES,,,GC,,Planned transfer (container sharing),Shipped
5/26/25,5/27/25,1,F-85002,1 PALLET (70 CS/PALLET),05/01/2026,,TX,,Low replenishment,Shipped
5/26/25,5/27/25,2,D-03071,1 pallet (132cs/plt),,,HL,,Low replenishment,Shipped
5/26/25,5/27/25,3,A-61012,2 PALLETS (30 CASES/PALLET)*,,,GC,,Planned transfer (container sharing),Shipped
5/26/25,5/27/25,4,#6998,1 plt*,,,Wai Wai,,Low replenishment,Shipped
6/2/25,6/2/25,1,F-85004,1 PALLET (70 CS/PALLET)*,05/01/2026,,TX,,Low replenishment,Shipped
6/2/25,6/2/25,2,U-Line,2 cases,,to Sun,Paul,,Other (State reason),Shipped
6/2/25,6/2/25,3,F-00497,4plts(280cs)*,08012026;04012026,,JD,,Planned transfer (container sharing),Shipped
6/2/25,6/2/25,4,D-04020,1 PALLET (48 CASES/PALLET) *,L002C0,,GC,,Planned transfer (container sharing),Shipped
6/2/25,6/2/25,5,D-04032,4 PALLETS (36 CASES/PALLET) *,B016B0,,GC,,Planned transfer (container sharing),Shipped
6/9/25,6/9/25,1,A-61260N,2plts (24cs/plt)*,5040166,05/31/2030,SYS,,Repackaging capacity,Shipped
