Week,Cut_Off,Row_Index,Item_ID,Qty,Col4,Note,Requested_By,Date_Shipped,Transfer_Reason,Shipment_Status
6/9/25,6/9/25,2,#7019,1 plt*,,AG PMG,SYS,,Other (State reason),Shipped
6/9/25,6/9/25,3,A-61218,5 Cases,34517,,VL,,Repackaging capacity,Shipped
6/9/25,6/9/25,4,M-96100,1 case*,AS0136,,FG,,Low replenishment,Shipped
6/9/25,6/9/25,5,D-04033,3 PALLETS (30 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
6/9/25,6/9/25,6,D-02007,20 CASES,,,GC,,Planned transfer (container sharing),Shipped
6/9/25,6/9/25,7,M-94306,60 CASES,,,GC,,Repackaging capacity,Shipped
6/9/25,6/9/25,8,F-11076A,10 CASES,,,GC,,Planned transfer (container sharing),Shipped
6/9/25,6/9/25,9,#7031,1 plt*,,AG products,WaiWai,,Repackaging capacity,Shipped
6/16/25,6/16/25,1,F-85002,1 PALLET (70 CS/PALLET),5012026,,TX,,Low replenishment,Shipped
6/16/25,6/16/25,2,A-61235S,28 cases ,"39540, 1/31/2030",pending receive Transfer# 7028,VL,,Repackaging capacity,Shipped
6/16/25,6/16/25,3,Guarantee Banner,1 cs,,to Xiu Zhen,AWC,,Other (State reason),Shipped
6/16/25,6/16/25,4,Letter ,1x,,to Xiu Zhen,Vanilla,,Other (State reason),Shipped
6/16/25,6/16/25,5,J-40135N,300cs,1142027,,SYS,,Planned transfer (container sharing),Shipped
6/16/25,6/16/25,6,A-61012,2 PALLETS (30 CASES/PALLET)*,WI009C0,,GC,,Repackaging capacity,Shipped
6/16/25,6/16/25,7,A-61243,3plts (72cs),,,SYS,,Repackaging capacity,Shipped
6/16/25,6/16/25,8,D-04036,6 CASES *,H016C0,,GC,,Planned transfer (container sharing),Shipped
6/16/25,6/16/25,9,A-61260N,24 cases,,,SYS,,Repackaging capacity,Shipped
6/16/25,6/16/25,10,Label,4 cases,,,HL,,Other (State reason),Shipped
6/23/25,6/23/25,1,D-18212,30 CASES*,hb241q22,,GC,,Planned transfer (container sharing),Shipped
6/23/25,6/23/25,2,A-61012,2 PALLETS (30 CASES/PALLET)*,wi009c0,,GC,,Planned transfer (container sharing),Shipped
6/23/25,6/23/25,3,T-42204,40 cases*,24F27,,FG,,Low replenishment,Shipped
6/23/25,6/23/25,4,TB Sample,1 cs,,to Xiu Zhen,AWC,,Other (State reason),Shipped
6/23/25,6/23/25,5,Posters,1 cs,,to Xiu Zhen,AWC,,Other (State reason),Shipped
6/23/25,6/23/25,6,D-02007,20 CASES*,#2006,,GC,,Planned transfer (container sharing),Shipped
6/23/25,6/23/25,7,J-40132,5plts (125cs),,pending to post #40720,SYS,,Planned transfer (container sharing),Shipped
6/30/25,6/30/25,1,A-61260N,5plts (120cs)*,lot# 5040167,,SYS,,Repackaging capacity,Shipped
6/30/25,6/30/25,2,A-61218,1plts (24cs)*,#34517,,SYS,,Repackaging capacity,Shipped
6/30/25,6/30/25,3,PKG,1plts,,20ct AG tea carton boxes,SYS,,Repackaging capacity,Shipped
6/30/25,6/30/25,4,T-TBU2G,4 cs*,,,Ida,,Other (State reason),Shipped
6/30/25,6/30/25,5,F-04076,2plts (224cs)*,3062027,Urgent,SYS,,Repackaging capacity,Shipped
6/30/25,6/30/25,6,F-85004,1plts (70cs),05/01/2026,,TX,,Planned transfer (container sharing),Shipped
6/30/25,6/30/25,7,J-40032,3plt (28cs/plt),,pending to post #40721,SYS,,Planned transfer (container sharing),Shipped
6/30/25,6/30/25,8,#7070,"AG, 1 plt",,Urgent,WYL,,Low replenishment,Shipped
6/30/25,6/30/25,9,D-03001A,40 CASES,,,GC,,Repackaging capacity,Shipped
7/7/25,7/7/25,1,D-03053,528cs (4plts),5040205,Urgent,JD,,Planned transfer (container sharing),Shipped
7/7/25,7/7/25,2,D-03064,132cs(1plt),5010041,Urgent,JD,,Planned transfer (container sharing),Shipped
7/7/25,7/7/25,3,F-04114,1920 cs 12 plts (2880cs)*,2/14/2027 & 3/7/2027,can seperate,SYS,,Planned transfer (container sharing),Partial
7/7/25,7/7/25,4,F-04001,480 cs 10plts (700cs)*,09/05/2026,,SYS,,Planned transfer (container sharing),Partial
7/7/25,7/7/25,5,#7081,"AG, 10 plts*",,,Vivi,,Repackaging capacity,Shipped
7/7/25,7/7/25,6,#7082,"PKGM, 1 plt (3 cs)*",,,SYS,,Repackaging capacity,Shipped
7/14/25,7/14/25,1,F-04114,960 cs* (4plts),02/14/2027,partial from wk 7/7,SYS,,Planned transfer (container sharing),Shipped
7/14/25,7/14/25,2,F-04001,240 cs* (3plts),09/05/2026,partial from wk 7/7,SYS,,Planned transfer (container sharing),Shipped
7/14/25,7/14/25,3,J-40135N,1 Pallet (70 case/ pallet)*,1142027,,VL,,Planned transfer (container sharing),Shipped
7/14/25,7/14/25,4,J-40135N,3 Pallet (70 case/ pallet)*,4142027,,VL,,Planned transfer (container sharing),Shipped
7/14/25,7/14/25,5,K-88051,100 Cases *,"40804B, 5/30/2028",Urgent,VL,,Planned transfer (container sharing),Shipped
7/14/25,7/14/25,6,T-31545,80 cases ,,,HL,,Planned transfer (container sharing),Shipped
7/14/25,7/14/25,7,J-40136,20 cases *,1142027,Urgent,VL,,Sales Order Fulfillment,Shipped
7/14/25,7/14/25,8,F-04007,400cs (5plts)*,1102027,,SYS,,Planned transfer (container sharing),Shipped
7/14/25,7/14/25,9,A-61012,3 PALLETS (30 CASES/PALLET) *,,,,,,
7/14/25,7/14/25,10,P-RTPOPS,15 cases,,,RTC,,Other (State reason),Shipped
7/21/25,7/21/25,1,A-61260N,4 plts (96cs)*,"WO13223, 2/10/2030",,SYS,,Repackaging capacity,Shipped
7/21/25,7/21/25,2,C-70123,1/2 PALLET (20 CASES) *,,,GC,,Planned transfer (container sharing),Shipped
7/21/25,7/21/25,3,D-41986,2 PALLETS  ( 48 CASES/PALLET) *,,,,,,
7/21/25,7/21/25,4,D-04024,1 PALLET   (36 CASES/PALLET) *,,,,,,
7/21/25,7/21/25,5,A-61012,2.5 PALLETS (75 CASES) *,,,GC,,Planned transfer (container sharing),Shipped
7/21/25,7/21/25,6,A-61117,3 Pallets (45 cs/plt)*,"TYS2407, 6/16/2026",,VL,,Low replenishment,Shipped
7/28/25,7/28/25,1,D-03012,50 cases ,"35295, 7/31/2026",,VL,,Low replenishment,Shipped
7/28/25,7/28/25,2,F-11148A,1 PALLET (40 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
7/28/25,7/28/25,3,A-61012,1 PALLETS (36 cs/plt),,,GC,,Repackaging capacity,Shipped
8/4/25,8/4/25,1,A-61220,10 plts (240cs)*,540167,,SYS,,Repackaging capacity,Partial
8/4/25,8/4/25,2,F-04076,8 plts (1024cs)*,5032027,Urgent,SYS,,Planned transfer (container sharing),Shipped
8/4/25,8/4/25,3,YNBY Samples,1 case,,To Winson,VL,,Other (State reason),Shipped
8/4/25,8/4/25,4,PL5622539,57CS,,Mooncake GBK CA,WYL,,Sales Order Fulfillment,Shipped
8/4/25,8/4/25,5,PL5622538,58CS,,Mooncake GBK NJ,WYL,,Sales Order Fulfillment,Shipped
8/4/25,8/4/25,6,PL5623124,79CS,,Mooncake T&T,WYL,,Sales Order Fulfillment,Shipped
8/11/25,8/11/25,1,J-63004,10 plts (360cs)*,,Urgent,JD,,Sales Order Fulfillment,Partial
8/11/25,8/11/25,2,J-63040,1plts(90cs)*,,,JD,,Sales Order Fulfillment,Not Shipped
8/11/25,8/11/25,3,D-03054,3plts (396cs)*,,,JD,,Planned transfer (container sharing),Not Shipped
8/11/25,8/11/25,4,C-70123,5 PALLETS (45 CASES/PALLET),,URGENT!           PO#41111,GC,,Planned transfer (container sharing),Shipped
8/11/25,8/11/25,5,A-61138,1 PALLET (30 CASES/PALLET),,PO#41111,GC,,Planned transfer (container sharing),Shipped
8/11/25,8/11/25,6,J-40136,4 Pallets (70 cs/ plt),,Urgent   (PO#40722) ETA 8/6,VL,,Sales Order Fulfillment,Partial
8/11/25,8/11/25,7,C-70050,2 PALLETS (28 CASES/PALLET),,PO#41051,GC,,Planned transfer (container sharing),Not Shipped
8/11/25,8/11/25,8,C-70052,2 PALLETS (35 CASES/PALLET),,PO#41051,GC,,Planned transfer (container sharing),Not Shipped
8/11/25,8/11/25,9,D-03071,200cs*,,Urgent,Will,,Sales Order Fulfillment,Shipped
8/11/25,8/11/25,10,A-61220,2 plts (48cs)*,540167,partial from wk 8/4,SYS,,Repackaging capacity,Not Shipped
8/11/25,8/11/25,11,#7142,13 plts*,,AG & Pkg Materials,Waiwai,,Low replenishment,Not Shipped
8/11/25,8/11/25,12,PL5623738,Mooncake,,,Winson,,Other (State reason),Shipped
8/11/25,8/11/25,13,Retractable Banner,4 each,,,AWC,,Other (State reason),Shipped
8/11/25,8/11/25,14,,60 EACH SMALL CARTON  (#R55 REPACK 20 TEA BAGS),,Urgent,GC,,Repackaging capacity,Shipped
8/11/25,8/11/25,15,PL 5623119,Weee! Mooncake 130 cs (4-5 pallets),,Urgent,WYL,,Planned transfer (container sharing),Shipped
8/11/25,8/11/25,16,5623289,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Shipped
8/11/25,8/11/25,17,5623129,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Shipped
8/11/25,8/11/25,18,5622543,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Shipped
8/11/25,8/11/25,19,5622542,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Shipped
8/11/25,8/11/25,20,5623312,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Shipped
8/18/25,8/18/25,1,D-04037,3 PALLETS (36cs/plt) *,B009B0,,GC,,Planned transfer (container sharing),Not shipped
8/18/25,8/18/25,2,J-63004,3 plts (108cs)*,,"Urgent, partial fr week 8/11",JD,,Sales Order Fulfillment,Shipped
8/18/25,8/18/25,3,J-63040,1plts(90cs)*,,fr week 8/11,JD,,Sales Order Fulfillment,Shipped
8/18/25,8/18/25,4,D-03054,3plts (396cs)*,,fr week 8/11,JD,,Planned transfer (container sharing),Shipped
8/18/25,8/18/25,5,J-40136,1 plt (60 cs/plt)*,,"Urgent   (PO#40722), partial fr week 8/11",VL,,Sales Order Fulfillment,Shipped
8/18/25,8/18/25,6,C-70050,2 PALLETS (28 CASES/PALLET) *,URGENT,"PO#41051, fr week 8/11",GC,,Planned transfer (container sharing),Shipped
8/18/25,8/18/25,7,C-70052,2 PALLETS (35 CASES/PALLET) *,URGENT,"PO#41051, fr week 8/11",GC,,Planned transfer (container sharing),Shipped
8/18/25,8/18/25,8,A-61220,2 plts (48cs)*,540167,partial from wk 8/4,SYS,,Repackaging capacity,Shipped
8/18/25,8/18/25,9,#7142,13 plts*,,"AG & Pkg Materials, fr wk 8/11",Waiwai,,Low replenishment,Shipped
8/18/25,8/18/25,10,PL#5624515,barter trade,,URGENT,AWC,,Other (State reason),Not shipped
8/18/25,8/18/25,11,5623308,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Not shipped
8/18/25,8/18/25,12,5622548,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Not shipped
8/18/25,8/18/25,13,5622549,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Not shipped
8/18/25,8/18/25,14,5623128,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Not shipped
8/18/25,8/18/25,15,5623130,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Not shipped
8/18/25,8/18/25,16,5623131,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Not shipped
8/18/25,8/18/25,17,5624808,mooncake,,Urgent,JY,,Planned transfer (container sharing),Shipped
8/18/25,8/18/25,18,PL#5624916,barter trade,,Urgent,AWC,,Sales Order Fulfillment,Shipped
8/18/25,8/18/25,19,F-04076,12 pallets (1536cs)*,,Urgent,SYS,,Sales Order Fulfillment,Not shipped
8/18/25,8/18/25,20,J-31075,"4cs , Lot#10202026*",,Urgent,JD,,Sales Order Fulfillment,Shipped
8/18/25,8/18/25,21,J-31076,"10cs, Lot#10202026*",,Urgent,JD,,Sales Order Fulfillment,Shipped
8/18/25,8/18/25,22,F-11148A,1 PALLET (40 CASES/PALLET) *,,,GC,,Planned transfer (container sharing),Shipped
8/18/25,8/18/25,23,D-02030,60 CASES  *,,A026G0-1,GC,,Planned transfer (container sharing),Not shipped
8/18/25,8/18/25,24,PL#5625362,Group Buy Moon Cake for LA staffs,,Urgent,Linda,,Other (State reason),Shipped
8/18/25,8/18/25,25,T-31545,100 cs,,,HL,,Low replenishment,Not shipped
8/18/25,8/18/25,1,D-04037,3 PALLETS (36cs/plt) *,B009B0,,GC,,Planned transfer (container sharing),Shipped
8/18/25,8/18/25,2,F-04076,12 pallets (1536cs)*,,Urgent,SYS,,Sales Order Fulfillment,Shipped
8/18/25,8/18/25,3,D-02030,60 CASES*,,A026G0-1,GC,,Planned transfer (container sharing),Shipped
8/18/25,8/18/25,4,T-31545,100 cs*,C240672,,HL,,Low replenishment,Shipped
8/18/25,8/18/25,5,PL#5624515,barter trade,,URGENT,AWC,,Other (State reason),Already shipped
8/18/25,8/18/25,6,5623308,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Already shipped
8/18/25,8/18/25,7,5622548,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Already shipped
8/18/25,8/18/25,8,5622549,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Already shipped
8/18/25,8/18/25,9,5623128,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Already shipped
8/18/25,8/18/25,10,5623130,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Already shipped
8/18/25,8/18/25,11,5623131,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Already shipped
8/18/25,8/18/25,12,5624808,mooncake,,Urgent,JY,,Planned transfer (container sharing),Shipped with #7151
8/18/25,8/18/25,13,J-40136,1 Pallet (70cs/plt),,,VL,,Low replenishment,Shipped
8/18/25,8/18/25,14,PL#5625444,mooncake,,Urgent,WYL,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,1,J-40132,200 cases (25 cs/ plt),,,VL,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,2,C-70126,50 cases,,,HL,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,3,J-40136,210 cases (70 cs/plt),,,VL,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,4,T-47020,20 cases,,,HL,,Sales Order Fulfillment,Shipped
9/1/25,9/1/25,5,PL# 5626771,5 tin F-96032,,Barter trade,AWC,,Sales Order Fulfillment,Shipped
9/1/25,9/1/25,6,D-02007,20 CASES,,,GC,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,7,C-70050,1 PALLET  (28 CASES/PALLET),,,,,,
9/1/25,9/1/25,8,C-70052,1 PALLET   (35 CASES/PALLET),,,,,,
9/1/25,9/1/25,9,C-70430,1 PALLET  (45 CASES/PALLET),,,,,,
9/1/25,9/1/25,10,F-04115,3 plts (720cs),01022027,,SYS,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,11,M-94306,50 CASES,,,GC,,Repackaging capacity,Shipped
9/1/25,9/1/25,12,D-04020,10 CASES,,,GC,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,13,D-04030,1 PALLET (48cs/plt),,,GC,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,14,S-06032,6 CASES,,,GC,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,15,PL# 5626485,2 cs,,Urgent,WYL,,Other (State reason),Shipped
9/1/25,9/1/25,16,D-03059,60cs*,5010047,Urgent,JD,,Planned transfer (container sharing),Shipped
9/1/25,9/1/25,17,D-03062,264cs*,#5070392,Urgent,JD,,Planned transfer (container sharing),Shipped
9/8/25,9/8/25,1,F-04119,5 pallets (1200cs),,Pending receive,SYS,,Planned transfer (container sharing),Shipped
9/8/25,9/8/25,2,#7192,"AG, 1 plt*",,,Wai Wai,,Low replenishment,Shipped
9/15/25,9/15/25,1,F-04119,5 pallets (1250cs/plt)*,,,SYS,,Low replenishment,Shipped
9/15/25,9/15/25,2,F-04117,240cs (1 plt)*,,,SYS,,Shipment delays,Shipped
9/15/25,9/15/25,3,F-11076 (new),30 Cases,,,GC,,Planned transfer (container sharing),Shipped
9/15/25,9/15/25,4,C-70052,20 Cases,,,GC,,Planned transfer (container sharing),Shipped
9/15/25,9/15/25,5,T-31545,100 cases,,,HL,,Planned transfer (container sharing),Shipped
9/22/25,9/22/25,1,M-41070,1 plt (140 cases/plt),PO 40645,Urgent - Pending ETA warehouse 9/17,VL,,Planned transfer (container sharing),Shipped
9/22/25,9/22/25,2,M-41071,1 plt (140 cases/plt),PO 40645,Urgent - Pending ETA warehouse 9/17,VL,,Planned transfer (container sharing),Shipped
9/22/25,9/22/25,3,M-41072,1 plt (140 cases/plt),PO 40645,Urgent - Pending ETA warehouse 9/17,VL,,Planned transfer (container sharing),Shipped
9/22/25,9/22/25,4,M-41073,1 plt (140 cases/plt),PO 40645,Urgent - Pending ETA warehouse 9/17,VL,,Planned transfer (container sharing),Shipped
9/22/25,9/22/25,5,M-41074,1 plt (140 cases/plt),PO 40645,Urgent - Pending ETA warehouse 9/17,VL,,Planned transfer (container sharing),Shipped
9/22/25,9/22/25,6,P-YNBYS,30 shippers/6 case   ( 5 shipper/case),,,VL,,Planned transfer (container sharing),Shipped
9/22/25,9/22/25,7,A-61234T,1 pallet （30 cases/pallet),,,VL,,Warehouse limitations,Shipped
9/22/25,9/22/25,8,#7208,"AG, 5 plts*",,,Wai Wai,,Low replenishment,Shipped
9/22/25,9/22/25,9,#7226,"AG, 10 cs*",,,Wai Wai,,Low replenishment,Shipped
9/22/25,9/22/25,10,C-70126,96 cases (1 pallet),,,HL,,Low replenishment,Shipped
9/22/25,9/22/25,11,D-03070,132 cases (1 pallet),,,HL,,Low replenishment,Shipped
9/22/25,9/22/25,12,Flyer,1 cs,,to Ivy,AWC,,Other (State reason),Shipped
9/22/25,9/22/25,13,J-72402,10CS,,URGENT,WYL,,Sales Order Fulfillment,Shipped
9/22/25,9/22/25,14,J-72401N,10CS,,URGENT,WYL,,Sales Order Fulfillment,Shipped
9/22/25,9/22/25,15,J-72404,10CS,,URGENT,WYL,,Sales Order Fulfillment,Shipped
9/22/25,9/22/25,16,#7232,30cs*,,,Wai Wai,,Low replenishment,Shipped
9/29/25,9/29/25,1,C-70121,2 PALLETS (45 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
9/29/25,9/29/25,2,C-70123,4 PALLETS (45 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
9/29/25,9/29/25,3,D-02007,10 CASES,,,GC,,Planned transfer (container sharing),Shipped
9/29/25,9/29/25,4,D-04037,4 PALLETS (36 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
9/29/25,9/29/25,5,D-04061,6 PALLETS (36 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
10/6/25,10/6/25,1,SHINE banner,1 roll,,to Winson,MC,,Other (State reason),Shipped
10/6/25,10/6/25,2,ADIA CHAN banner,1 roll,,to Winson,MC,,Other (State reason),Shipped
10/6/25,10/6/25,3,D-02007,1 PALLET (60 CASES/PALLET) *,,,GC,,Planned transfer (container sharing),Shipped
10/6/25,10/6/25,4,A-61030,50 CASES *,,,GC,,Repackaging capacity,Shipped
10/6/25,10/6/25,5,A-62030,25 CASES *,,,GC,,Repackaging capacity,Shipped
10/6/25,10/6/25,6,C-70430,20 CASES *,,,GC,,Planned transfer (container sharing),Shipped
10/6/25,10/6/25,7,C-70121,2 PALLETS (45 CASES/PALLET) *,,,GC,,Planned transfer (container sharing),Shipped
10/6/25,10/6/25,8,F-11076A,25 CASES (1/2 PALLET),,,GC,,Planned transfer (container sharing),Shipped
10/6/25,10/6/25,9,A-61236T,60 cases (2 PLT),,,VL,,Repackaging capacity,Shipped
10/13/25,10/13/25,1,F-04001,800cs (10plts)*,11142026,,SYS,,Low replenishment,Partial
10/13/25,10/13/25,2,F-04006,480cs (6plts)*,10182026,,SYS,,Low replenishment,Partial
10/13/25,10/13/25,3,F-04076,1024cs (8plts)*,6192027,Urgent,SYS,,Planned transfer (container sharing),Shipped
10/13/25,10/13/25,4,Computer cables,1cs,,to Sun,EH,,Other (State reason),Shipped
10/13/25,10/13/25,5,#7258,91 cs*,,,Wai Wai,,Low replenishment,Shipped
10/13/25,10/13/25,6,D-60012,20 CASES,,,GC,,Repackaging capacity,Shipped
10/13/25,10/13/25,7,D-03052,(396cs) 3plts,5070393,Urgent,JD,,Sales Order Fulfillment,Shipped
10/13/25,10/13/25,8,D-03063,50cs,5010045,Urgent,JD,,Sales Order Fulfillment,Shipped
10/13/25,10/13/25,9,D-03071?,70cs,5040205,Urgent,JD,,Sales Order Fulfillment,Not shipped
10/13/25,10/13/25,10,D-04020,10 CASES,,,GC,,Planned transfer (container sharing),Shipped
10/13/25,10/13/25,11,D-04024,1 PALLET (36 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
10/13/25,10/13/25,12,,Labels for J-31048 labeling,,Urgent,JD,,Repackaging capacity,Shipped
10/13/25,10/13/25,13,#7267,4 plts*,,,Wai Wai,,Low replenishment,Shipped
10/20/25,10/20/25,1,D-04036,1 PALLET  (48 CASES/PALLET) *,H010B0,PO#41352   10/15 DELIVERY,GC,,Planned transfer (container sharing),Shipped
10/20/25,10/20/25,2,D-04038,3 PALLETS  (36 CASES/PALLET) *,H011B0,PO#41352   10/15 DELIVERY,GC,,Planned transfer (container sharing),Shipped
10/20/25,10/20/25,3,D-04033,3 PALLETS (25 CASES/PALLET) *,K021C0,,GC,,Planned transfer (container sharing),Shipped
10/20/25,10/20/25,4,F-04001,640 cs*,11142026,partial fr wk 10/13,SYS,,Low replenishment,Shipped
10/20/25,10/20/25,5,F-04006,240 cs*,10182026,partial fr wk 10/13,SYS,,Low replenishment,Shipped
10/20/25,10/20/25,6,D-03071,70cs,5040205,"Urgent, fr wk 10/13",JD,,Sales Order Fulfillment,Shipped
10/27/25,10/27/25,1,J-40135N,2 pallets ( 70cs/ plt),4142027,,VL,,Low replenishment,Shipped
10/27/25,10/27/25,2,D-04024,2 PALLETS  (36 CASES/PALLET)   *,H01280,,GC,,Planned transfer (container sharing),Shipped
10/27/25,10/27/25,3,A-61012,2 PALLETS (30 CASES/PALLET)*,WK008C0,,GC,,Repackaging capacity,Shipped
10/27/25,10/27/25,4,"#7298, AC-B3SLJ",30 CS,,,WYL,,Repackaging capacity,Shipped
10/27/25,10/27/25,5,"#7298, AC-B3SL5",20 CS,,,WYL,,Repackaging capacity,Shipped
10/27/25,10/27/25,6,A-62030,60 CASES  *,29918,,GC,,Repackaging capacity,Shipped
10/27/25,10/27/25,7,C-70330,1 PALLET (45cs/plt) *,B022C0,,GC,,Planned transfer (container sharing),Shipped
10/27/25,10/27/25,8,C-70050,1 PALLET (35cs/plt) *,E029C0,,GC,,Planned transfer (container sharing),Shipped
10/27/25,10/27/25,9,D-18106,40 CASES  *,****Q09,,GC,,Planned transfer (container sharing),Shipped
10/27/25,10/27/25,10,D-03060,132cs,5100507,Urgent,JD,,Planned transfer (container sharing),Shipped
10/27/25,10/27/25,11,D-03063,50cs,5010045,Urgent,JD,,Planned transfer (container sharing),Shipped
10/27/25,10/27/25,12,D-03071,165cs,5070394,Urgent,JD,,Planned transfer (container sharing),Shipped
10/27/25,10/27/25,13,#7302,4 plts,,,WYL,,Repackaging capacity,Shipped
11/3/25,11/3/25,1,F-11970,6 shippers ( 1 plt),PO# 41661,Urgent ( Turn on AC) ,VL,,Sales Order Fulfillment,Shipped
11/3/25,11/3/25,2,F-12566,3 PLT (36 case),,Urgent ( Turn on AC) ,VL,,Sales Order Fulfillment,Shipped
11/3/25,11/3/25,3,F-76001,2 PLT ( 100 CASE),,Urgent ,VL,,Sales Order Fulfillment,Shipped
11/3/25,11/3/25,4,F-76002,3 PLT (150 CASE),,Urgent ,VL,,Sales Order Fulfillment,Shipped
11/3/25,11/3/25,5,F-11969,11 shippers (5.5 plt),,Urgent ( Turn on AC) ,VL,,Sales Order Fulfillment,Shipped
11/3/25,11/3/25,6,F-11971,1 shipper ,,Urgent ( Turn on AC) ,VL,,Sales Order Fulfillment,Shipped
11/3/25,11/3/25,7,F-14115,120 case (1plt),,Urgent ( Turn on AC) ,VL,,Sales Order Fulfillment,Shipped
11/3/25,11/3/25,1,A-61260N,5 PLTs (120cs),WO13224,,RTC,,Planned transfer (container sharing),Shipped
11/3/25,11/3/25,2,J-40152,80cs,2442501,Urgent,JD,,Production order shortage,Shipped
11/3/25,11/3/25,3,F-14115,120 case (1plt),,Urgent ( Turn on AC) ,VL,,Sales Order Fulfillment,Shipped 11/6/2025
11/3/25,11/3/25,4,A-61030,60 cases,,,GC,,Repackaging capacity,Shipped
11/3/25,11/3/25,5,D-04037,3 PALLETS (36cs/plt),,,GC,,Planned transfer (container sharing),Shipped
11/3/25,11/3/25,6,D-04033,3 PALLETS (25cs/plt),,,GC,,Planned transfer (container sharing),Shipped
11/3/25,11/3/25,7,D-04061,4 PALLETS (36cs/plt),,,GC,,Planned transfer (container sharing),Shipped
11/3/25,11/3/25,8,C-70113,1 PALLET (42cs/plt),,,GC,,Planned transfer (container sharing),Shipped
11/3/25,11/3/25,9,A-61238,30 CASE,,,VL,,Warehouse limitations,Shipped
11/3/25,11/3/25,10,#7307,"AC (B4SL/B3SL5), 1 plt",,URGENT,SYS,,Low replenishment,Shipped
11/3/25,11/3/25,11,M-94306,30 CASES,,URGENT,GC,,Repackaging capacity,Shipped
11/10/25,11/10/25,1,F-11178A,3 PALLETS ( 42 CASES/PALLET) ,,PO#41443  ETA OAKLAND : 11/4,,,Planned transfer (container sharing),Not Shipped
11/10/25,11/10/25,2,J-63040,70cs,175D5,Urgent,JD,,Sales Order Fulfillment,Shipped
11/10/25,11/10/25,3,J-63014,50cs,181D5,Urgent,JD,,Sales Order Fulfillment,Shipped
11/10/25,11/10/25,4,M-94306,20 cs 30 CASES,,URGENT,GC,,Repackaging capacity,Shipped
11/10/25,11/10/25,5,A-61260N,5 pallets,,Urgent,SYS,,Repackaging capacity,Shipped
11/10/25,11/10/25,6,T-31545,70 cases ,,Urgent,HL,,Low replenishment,Shipped
11/10/25,11/10/25,7,T-31545 labels,1 case,,,HL,,Other (State reason),Shipped
11/10/25,11/10/25,8,F-11148A,1 PALLET ( 40 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
11/10/25,11/10/25,9,D-03001A,1 PALLET (125 CASES/PALLET),,,GC,,Repackaging capacity,Shipped
11/10/25,11/10/25,10,D-04043,3 PALLETS (25 CASES/PALLET),,,GC,,Shipment delays,Shipped
11/10/25,11/10/25,1,F-12418,8 plts*,,"Urgent (Turn on AC), must pickup by tomorrow (11/18)",VL,,Sales Order Fulfillment,Shipped
11/17/25,11/17/25,1,F-11178A,3 PALLETS (42 CASES/PALLET) *,,PO#41443  ETA OAKLAND : 11/4,GC,,Planned transfer (container sharing),Shipped
11/17/25,11/17/25,2,M-41074,120 cases ,,,GC,,Planned transfer (container sharing),Shipped
11/17/25,11/17/25,3,M-41073,120 cases ,,,CG,,Planned transfer (container sharing),Shipped
11/17/25,11/17/25,4,M-41072,140 cases (1 plt),,,VL,,Planned transfer (container sharing),Shipped
11/17/25,11/17/25,5,M-41071,140 Cases(1 plt),,,VL,,Planned transfer (container sharing),Shipped
11/17/25,11/17/25,6,M-41070,140 cases (1 pt),,,VL,,Planned transfer (container sharing),Shipped
11/17/25,11/17/25,7,P-YNBYS,20 shippers ( 4 cases),,,VL,,Planned transfer (container sharing),Shipped
11/17/25,11/17/25,8,A-61012,4 PALLETS  (30 CASES/PALLET)*,,,GC,,Repackaging capacity,Shipped
